Date,Open,High,Low,Close,Adj Close,Volume
5/13/20,286.059998,287.190002,278.959991,281.600006,276.251587,144721100
5/14/20,278.950012,285.109985,272.98999,284.970001,279.557587,121977900
5/15/20,282.369995,286.329987,281.339996,286.279999,280.842712,111146300
5/18/20,293.049988,296.75,292.700012,295,289.397064,119703800
5/19/20,294.350006,296.209991,291.950012,291.970001,286.424622,95189300
5/20/20,295.820007,297.869995,295.570007,296.929993,291.290405,85861700
5/21/20,296.790009,297.670013,293.690002,294.880005,289.279358,78293900
5/22/20,294.570007,295.630005,293.220001,295.440002,289.828735,63958200
5/26/20,301.929993,302.190002,295.459991,299.079987,293.399567,88951400
5/27/20,302.119995,303.570007,296.869995,303.529999,297.765076,104817400
5/28/20,304.649994,306.839996,302.23999,302.970001,297.215698,90405200
5/29/20,302.459991,304.959991,299.470001,304.320007,298.5401,119090800
6/1/20,303.619995,306.209991,303.059998,305.549988,299.746704,55758300
6/2/20,306.549988,308.130005,305.100006,308.079987,302.228638,74267200
6/3/20,310.23999,313.220001,309.940002,312.179993,306.250763,92567600
6/4/20,311.109985,313,309.079987,311.359985,305.446381,75794400
6/5/20,317.230011,321.269989,317.160004,319.339996,313.27475,150524700
6/8/20,320.220001,323.410004,319.630005,323.200012,317.061493,73641200
6/9/20,320.299988,323.279999,319.359985,320.790009,314.697266,77479200
6/10/20,321.420013,322.390015,318.220001,319,312.941284,95000800
6/11/20,311.459991,312.149994,300.01001,300.609985,294.900513,209243600
6/12/20,308.23999,309.079987,298.600006,304.209991,298.432159,194678900
6/15/20,298.019989,308.279999,296.73999,307.049988,301.21817,135782700
6/16/20,315.480011,315.640015,307.670013,312.959991,307.015961,137627500
6/17/20,314.070007,314.390015,310.859985,311.660004,305.740692,83398900
6/18/20,310.01001,312.299988,309.51001,311.779999,305.858368,80828700
6/19/20,314.170013,314.380005,306.529999,308.640015,304.110413,135549600
6/22/20,307.98999,311.049988,306.75,310.619995,306.061371,74649400
6/23/20,313.48999,314.5,311.609985,312.049988,307.470337,68471200
6/24/20,309.839996,310.51001,302.100006,304.089996,299.627167,132813500
6/25/20,303.470001,307.640015,301.279999,307.350006,302.839355,89468000
6/26/20,306.160004,306.390015,299.420013,300.049988,295.646454,127961000
6/29/20,301.410004,304.609985,298.929993,304.459991,299.99173,79773300
6/30/20,303.98999,310.200012,303.820007,308.359985,303.834534,113394800
7/1/20,309.570007,311.890015,309.070007,310.519989,305.96283,72396500
7/2/20,314.23999,315.700012,311.51001,312.230011,307.647705,69344200
7/6/20,316.369995,317.679993,315.559998,317.049988,312.397003,61713800
7/7/20,315.380005,317.519989,313.369995,313.779999,309.174957,82910000
7/8/20,314.609985,316.299988,312.700012,316.179993,311.539764,54638600
7/9/20,316.839996,317.100006,310.679993,314.380005,309.766174,83354200
7/10/20,314.309998,317.880005,312.76001,317.589996,312.929077,57550400
7/13/20,320.130005,322.709991,314.130005,314.839996,310.219391,102997500
7/14/20,313.299988,319.76001,312,318.920013,314.239563,93657000
7/15/20,322.410004,323.040009,319.269989,321.850006,317.126526,87196500
7/16/20,319.790009,321.279999,319.089996,320.790009,316.082092,54622500
7/17/20,321.880005,322.570007,319.73999,321.720001,316.998444,62774900
7/20/20,321.429993,325.130005,320.619995,324.320007,319.560303,56308800
7/21/20,326.450012,326.929993,323.940002,325.01001,320.240204,57292200
7/22/20,324.619995,327.200012,324.5,326.859985,322.062988,57792900
7/23/20,326.470001,327.230011,321.480011,322.959991,318.220245,75738000
7/24/20,320.950012,321.98999,319.25,320.880005,316.170807,73766600
7/27/20,321.630005,323.410004,320.769989,323.220001,318.47644,48293000
7/28/20,322.429993,323.640015,320.850006,321.170013,316.456543,57495000
7/29/20,322.119995,325.730011,322.079987,325.119995,320.348541,48454200
7/30/20,321.899994,324.410004,319.640015,323.959991,319.205597,61861700
7/31/20,325.899994,326.630005,321.329987,326.519989,321.727966,84986800
8/3/20,328.320007,329.619995,327.730011,328.790009,323.964722,53077900
8/4/20,327.859985,330.059998,327.859985,330.059998,325.216064,41917900
8/5/20,331.470001,332.390015,331.179993,332.109985,327.235931,42697700
8/6/20,331.480011,334.459991,331.130005,334.329987,329.42337,43679400
8/7/20,333.279999,334.880005,332.299988,334.570007,329.659912,57308300
8/10/20,335.059998,335.769989,332.959991,335.570007,330.645203,44282100
8/11/20,336.850006,337.540009,332.01001,332.799988,327.915833,69601100
8/12/20,335.440002,338.279999,335.410004,337.440002,332.487732,53774400
8/13/20,336.609985,338.25,335.829987,336.829987,331.886688,41816100
8/14/20,336.410004,337.420013,335.619995,336.839996,331.896545,47260400
8/17/20,337.940002,338.339996,336.850006,337.910004,332.950867,35481000
8/18/20,338.339996,339.100006,336.609985,338.640015,333.670166,38733900
8/19/20,339.049988,339.609985,336.619995,337.230011,332.280823,68054200
8/20/20,335.359985,338.799988,335.220001,338.279999,333.31543,42207800
8/21/20,337.920013,339.720001,337.549988,339.480011,334.497833,55106600
8/24/20,342.119995,343,339.450012,342.920013,337.88736,48588700
8/25/20,343.529999,344.209991,342.269989,344.119995,339.069702,38463400
8/26/20,344.76001,347.859985,344.170013,347.570007,342.469086,50790200
8/27/20,348.51001,349.899994,346.529999,348.329987,343.217926,58034100
8/28/20,349.440002,350.720001,348.149994,350.579987,345.434906,48588900
8/31/20,350.350006,351.299988,349.059998,349.309998,344.183533,66099200
9/1/20,350.209991,352.709991,349.23999,352.600006,347.425262,54908700
9/2/20,354.670013,358.75,353.429993,357.700012,352.450439,69540000
9/3/20,355.869995,356.380005,342.589996,345.390015,340.321106,148011100
9/4/20,346.130005,347.829987,334.869995,342.570007,337.54245,139156300
9/8/20,336.709991,342.640015,332.880005,333.209991,328.319794,114465300
9/9/20,337.549988,342.459991,336.609985,339.790009,334.803284,91462300
9/10/20,341.820007,342.529999,332.850006,333.890015,328.989868,90569500
9/11/20,335.820007,336.970001,331,334.059998,329.157349,84680200
9/14/20,337.48999,340.380005,334.220001,338.459991,333.492798,65605700
9/15/20,341.119995,342.019989,338.470001,340.170013,335.177704,52920900
9/16/20,341.51001,343.059998,338.519989,338.820007,333.847473,82096000
9/17/20,333.559998,337.700012,332.98999,335.839996,330.911224,91523300
9/18/20,335.369995,335.48999,327.970001,330.649994,327.101532,105877900
9/21/20,325.700012,327.130005,321.730011,326.970001,323.461029,99450800
9/22/20,328.570007,330.899994,325.859985,330.299988,326.75531,63612100
9/23/20,330.899994,331.200012,322.100006,322.640015,319.177551,93112200
9/24/20,321.220001,326.799988,319.799988,323.5,320.02829,76681300
9/25/20,322.579987,329.579987,321.640015,328.730011,325.202148,71069400
9/28/20,333.220001,334.959991,332.149994,334.190002,330.603577,64584600
9/29/20,333.970001,334.769989,331.619995,332.369995,328.803101,51304000
9/30/20,333.089996,338.290009,332.880005,334.890015,331.296051,104081100
10/1/20,337.690002,338.73999,335.01001,337.040009,333.422974,88698700
10/2/20,331.700012,337.01001,331.190002,333.839996,330.257324,89431100
10/5/20,336.059998,339.959991,336.01001,339.76001,336.11377,45713100
10/6/20,339.910004,342.170013,334.380005,334.929993,331.335632,90128900
10/7/20,338.119995,341.630005,338.089996,340.76001,337.103088,56999600
10/8/20,342.850006,343.850006,341.859985,343.779999,340.090637,45242500
10/9/20,345.559998,347.350006,344.890015,346.850006,343.127686,59528600
10/12/20,349.589996,354.019989,349.059998,352.429993,348.647827,80388500
10/13/20,352.279999,352.470001,349.089996,350.130005,346.372498,73255500
10/14/20,350.75,351.929993,347.140015,347.929993,344.196106,57727900
10/15/20,343.709991,348.019989,343.130005,347.5,343.770691,60357700
10/16/20,348.959991,350.75,347.100006,347.290009,343.562988,89501900
10/19/20,348.649994,349.329987,341.040009,342.01001,338.33963,68425600
10/20/20,343.459991,346.880005,342.640015,343.380005,339.694946,60051900
10/21/20,343.329987,345.670013,342.399994,342.730011,339.051941,63575000
10/22/20,342.959991,345.23999,340.649994,344.609985,340.911713,55399300
10/23/20,345.929993,345.98999,343.130005,345.779999,342.069183,49143900
10/26/20,342.130005,342.980011,335.619995,339.390015,335.747803,91473000
10/27/20,339.76001,340.119995,337.98999,338.220001,334.590332,65994100
10/28/20,332.100006,338.25,326.130005,326.660004,323.154358,127094300
10/29/20,326.910004,333.399994,325.089996,329.980011,326.438751,90597700
10/30/20,328.279999,329.690002,322.600006,326.540009,323.035675,120287300
11/2/20,330.200012,332.359985,327.23999,330.200012,326.656403,86068300
11/3/20,333.690002,338.25,330.290009,336.029999,332.423798,93294200
11/4/20,340.859985,347.940002,339.589996,343.540009,339.853241,126959700
11/5/20,349.23999,352.190002,348.859985,350.23999,346.481323,82039700
11/6/20,349.929993,351.51001,347.649994,350.160004,346.402161,74973000
11/9/20,363.970001,364.380005,354.059998,354.559998,350.754944,172304200
11/10/20,353.48999,355.179993,350.51001,354.040009,350.24057,85552000
11/11/20,356.399994,357.559998,355.059998,356.670013,352.842346,58649000
11/12/20,355.579987,356.720001,351.26001,353.209991,349.419434,67546200
11/13/20,355.269989,358.899994,354.709991,358.100006,354.256989,62892200
11/16/20,360.980011,362.779999,359.589996,362.570007,358.678986,74541100
11/17/20,359.970001,361.920013,358.339996,360.619995,356.749908,66111000
11/18/20,360.910004,361.5,356.23999,356.279999,352.456482,70591300
11/19/20,355.600006,358.179993,354.149994,357.779999,353.940399,59940900
11/20/20,357.5,357.720001,355.25,355.329987,351.516693,70417300
11/23/20,357.279999,358.820007,354.869995,357.459991,353.62381,63230600
11/24/20,360.209991,363.809998,359.290009,363.220001,359.322021,62415900
11/25/20,363.130005,363.160004,361.480011,362.660004,358.768066,45330900
11/27/20,363.839996,364.179993,362.579987,363.670013,359.767242,28514100
11/30/20,362.829987,363.119995,359.170013,362.059998,358.1745,83872700
12/1/20,365.570007,367.679993,364.929993,366.019989,362.091949,74231400
12/2/20,364.820007,366.959991,364.200012,366.790009,362.853699,45927000
12/3/20,366.679993,368.190002,365.5,366.690002,362.754791,62882000
12/4/20,367.320007,369.850006,367.220001,369.850006,365.88089,50749900
12/7/20,369.019989,369.619995,367.720001,369.089996,365.128998,48944300
12/8/20,367.720001,370.779999,367.670013,370.170013,366.197449,42458900
12/9/20,370.880005,371.049988,365.950012,366.850006,362.913086,74098300
12/10/20,365.369995,367.859985,364.429993,366.730011,362.794373,57735400
12/11/20,364.899994,366.73999,363.26001,366.299988,362.368958,57698600
12/14/20,368.640015,369.799988,364.470001,364.660004,360.746582,69216200
12/15/20,367.399994,369.589996,365.920013,369.589996,365.623657,63865300
12/16/20,369.820007,371.160004,368.869995,370.170013,366.197449,58420500
12/17/20,371.940002,372.459991,371.049988,372.23999,368.245209,64119500
12/18/20,370.970001,371.149994,367.019989,369.179993,366.774872,136542300
12/21/20,364.970001,378.459991,362.029999,367.859985,365.46344,96386700
12/22/20,368.209991,368.329987,366.029999,367.23999,364.847473,47949000
12/23/20,368.279999,369.619995,367.220001,367.570007,365.175354,46201400
12/24/20,368.079987,369.029999,367.450012,369,366.596039,26457900
12/28/20,371.73999,372.589996,371.070007,372.170013,369.745392,39000400
12/29/20,373.809998,374,370.829987,371.459991,369.040009,53680500
12/30/20,372.339996,373.100006,371.570007,371.98999,369.566559,49455300
12/31/20,371.779999,374.660004,371.230011,373.880005,371.444244,78520700
1/4/21,375.309998,375.450012,364.820007,368.790009,366.38739,110210800
1/5/21,368.100006,372.5,368.049988,371.329987,368.910828,66426200
1/6/21,369.709991,376.980011,369.119995,373.549988,371.116394,107997700
1/7/21,376.100006,379.899994,375.910004,379.100006,376.630249,68766800
1/8/21,380.589996,381.48999,377.100006,381.26001,378.776184,71677200
1/11/21,377.850006,380.579987,377.720001,378.690002,376.222931,51034700
1/12/21,378.890015,379.859985,376.359985,378.769989,376.302368,52547700
1/13/21,378.690002,380.859985,377.850006,379.790009,377.315735,45303600
1/14/21,380.589996,381.130005,378.100006,378.459991,375.994385,49989100
1/15/21,376.720001,377.579987,373.700012,375.700012,373.25238,107160000
1/19/21,378.339996,379.230011,376.75,378.649994,376.183167,51233300
1/20/21,381.109985,384.790009,380.690002,383.890015,381.389038,61836100
1/21/21,384.48999,384.950012,383.25,384.23999,381.736755,47840100
1/22/21,382.25,384.130005,381.839996,382.880005,380.38562,52860500
1/25/21,383.670013,384.769989,378.459991,384.390015,381.885803,70402000
1/26/21,385.410004,385.850006,383.540009,383.790009,381.289703,42665300
1/27/21,380.220001,380.320007,372.01001,374.410004,371.970795,123351100
1/28/21,376.359985,381.929993,375.890015,377.630005,375.16983,94198100
1/29/21,375.630005,376.670013,368.269989,370.070007,367.659088,126765100
2/1/21,373.720001,377.339996,370.380005,376.230011,373.778961,75817600
2/2/21,379.649994,383.220001,376.320007,381.549988,379.06427,64450700
2/3/21,382.440002,383.700012,380.480011,381.850006,379.362335,52427100
2/4/21,382.959991,386.23999,381.970001,386.190002,383.674042,47142600
2/5/21,388.200012,388.470001,386.140015,387.709991,385.184143,48669800
2/8/21,389.269989,390.559998,388.350006,390.51001,387.965912,38365200
2/9/21,389.609985,390.890015,389.170013,390.25,387.707581,35551100
2/10/21,392.119995,392.279999,387.5,390.079987,387.538696,59154400
2/11/21,391.23999,391.690002,388.100006,390.709991,388.164581,42913300
2/12/21,389.850006,392.899994,389.769989,392.640015,390.082031,50593300
2/16/21,393.959991,394.170013,391.529999,392.299988,389.744202,50972400
2/17/21,390.420013,392.660004,389.329987,392.390015,389.833679,52290600
2/18/21,389.589996,391.519989,387.73999,390.720001,388.17453,59712800
2/19/21,392.070007,392.380005,389.549988,390.029999,387.489044,83241000
2/22/21,387.059998,389.619995,386.73999,387.029999,384.508545,67414200
2/23/21,384.660004,388.950012,380.200012,387.5,384.975494,107284100
2/24/21,386.329987,392.230011,385.269989,391.769989,389.217682,72433900
2/25/21,390.410004,391.880005,380.779999,382.329987,379.839203,146670500
2/26/21,384.350006,385.579987,378.230011,380.359985,377.882019,152701600
3/1/21,385.589996,390.920013,380.570007,389.579987,387.041931,105348800
3/2/21,389.820007,390.070007,386,386.540009,384.02179,79595300
3/3/21,385.790009,386.829987,381.309998,381.420013,378.93515,119940200
3/4/21,381.220001,384,371.880005,376.700012,374.24588,183433000
3/5/21,380.459991,384.76001,372.640015,383.630005,381.130737,152039600
3/8/21,384.660004,387.679993,381.420013,381.720001,379.233185,123149200
3/9/21,385.850006,389.910004,385.309998,387.170013,384.647675,113633600
3/10/21,389.690002,391.399994,388.170013,389.579987,387.041931,109899400
3/11/21,392.230011,395.649994,391.73999,393.529999,390.966217,86245000
3/12/21,392.070007,394.209991,391.200012,394.059998,391.492767,64653600
3/15/21,394.329987,396.690002,392.029999,396.410004,393.827454,73427200
3/16/21,397.070007,397.829987,395.079987,395.910004,393.33075,73722500
3/17/21,394.529999,398.119995,393.299988,397.26001,394.671936,97959300
3/18/21,394.480011,396.720001,390.75,391.480011,388.929596,115349100
3/19/21,389.880005,391.570007,387.149994,389.480011,388.209961,113624500
3/22/21,390.029999,394.070007,389.970001,392.589996,391.309784,73778600
3/23/21,391.910004,393.459991,388.660004,389.5,388.229889,90686600
3/24/21,391,392.75,387.470001,387.519989,386.256317,97588600
3/25/21,385.980011,390.549988,383.899994,389.700012,388.42923,116128600
3/26/21,390.929993,396.410004,390.290009,395.980011,394.688751,114409100
3/29/21,394.399994,396.75,392.809998,395.779999,394.48941,108107600
3/30/21,394.420013,395.450012,393.019989,394.730011,393.442841,76262200
3/31/21,395.339996,398,395.309998,396.329987,395.037598,112734200
4/1/21,398.399994,400.670013,398.179993,400.609985,399.303619,99682900
4/5/21,403.459991,406.940002,403.380005,406.359985,405.034882,91684800
4/6/21,405.76001,407.23999,405.399994,406.119995,404.795685,62021000
4/7/21,405.940002,406.959991,405.450012,406.589996,405.26413,55836300
